ID,SegmentID,Roadway Name,From,To,Direction,Date,Veh Class Type,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM
43,9000022,AMSTERDAM AVENUE,164 STREET,165 STREET,SB,10/14/2015,Heavy Truck,4,3,1,5,4,6,4,5,3,2,1,5,1,1,3,2,1,0,1,1,10,0,3,4
43,9000022,AMSTERDAM AVENUE,164 STREET,165 STREET,SB,10/14/2015,School Bus,0,0,0,0,0,0,29,27,7,0,1,0,0,1,7,10,1,1,2,0,0,0,0,0
43,9000022,AMSTERDAM AVENUE,164 STREET,165 STREET,SB,10/14/2015,Other Bus,3,5,1,2,1,2,7,7,7,6,8,7,6,5,8,2,8,9,8,6,9,5,3,6
44,71072,AMSTERDAM AVENUE,171 STREET,172 STREET,NB,10/14/2015,Auto,72,42,24,30,32,42,82,232,206,139,119,159,172,221,242,302,346,390,338,296,219,175,153,116
44,71072,AMSTERDAM AVENUE,171 STREET,172 STREET,NB,10/14/2015,Taxis,27,12,11,12,13,13,18,52,92,72,65,70,51,66,75,72,84,80,66,48,40,29,20,21
44,71072,AMSTERDAM AVENUE,171 STREET,172 STREET,NB,10/14/2015,Commercial,12,4,3,6,6,8,22,25,46,34,41,49,39,36,57,51,73,63,55,33,18,9,13,8
44,71072,AMSTERDAM AVENUE,171 STREET,172 STREET,NB,10/14/2015,Medium Truck,2,4,0,2,4,8,8,10,19,17,29,21,22,28,20,26,20,25,11,11,4,1,1,3
44,71072,AMSTERDAM AVENUE,171 STREET,172 STREET,NB,10/14/2015,Heavy Truck,6,8,4,7,0,5,4,4,5,4,5,8,3,3,5,4,0,5,2,1,1,3,3,8
44,71072,AMSTERDAM AVENUE,171 STREET,172 STREET,NB,10/14/2015,School Bus,0,0,0,0,0,0,5,9,12,3,0,1,0,3,7,10,18,6,1,1,0,0,0,0
44,71072,AMSTERDAM AVENUE,171 STREET,172 STREET,NB,10/14/2015,Other Bus,6,4,1,1,2,4,6,9,7,8,6,6,5,7,4,6,7,6,7,8,6,4,3,5
44,71072,AMSTERDAM AVENUE,171 STREET,172 STREET,SB,10/14/2015,Auto,91,59,36,32,54,122,273,489,385,299,258,239,258,288,308,255,287,281,309,282,258,203,183,134
44,71072,AMSTERDAM AVENUE,171 STREET,172 STREET,SB,10/14/2015,Taxis,36,17,11,12,11,37,70,110,130,125,109,108,80,52,58,66,61,68,34,40,36,24,26,23
44,71072,AMSTERDAM AVENUE,171 STREET,172 STREET,SB,10/14/2015,Commercial,12,12,6,9,15,9,36,65,61,82,66,64,46,58,40,46,51,41,26,17,24,8,8,11
44,71072,AMSTERDAM AVENUE,171 STREET,172 STREET,SB,10/14/2015,Medium Truck,3,3,3,7,4,13,18,29,29,31,23,13,21,13,16,12,7,7,9,8,1,3,2,0
44,71072,AMSTERDAM AVENUE,171 STREET,172 STREET,SB,10/14/2015,Heavy Truck,4,3,1,5,5,6,4,7,3,2,3,6,1,0,3,1,1,0,1,2,10,0,3,4
44,71072,AMSTERDAM AVENUE,171 STREET,172 STREET,SB,10/14/2015,School Bus,0,0,0,0,0,1,31,34,7,1,0,1,2,5,9,8,3,0,2,0,0,0,1,0
44,71072,AMSTERDAM AVENUE,171 STREET,172 STREET,SB,10/14/2015,Other Bus,3,5,1,2,1,2,7,7,7,6,8,7,6,5,8,4,6,8,8,7,7,5,3,6
61,72477,WADSWORTH AVENUE,188 STREET,189 STREET,EB,10/21/2015,Medium Truck,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,
45,100274,HILLSIDE AVENUE,214 STREET,VANDERVEER STREET,EB,10/08/2015,Auto,125,103,37,32,35,69,206,458,580,417,334,352,375,439,586,875,910,931,867,692,511,392,301,257
45,100274,HILLSIDE AVENUE,214 STREET,VANDERVEER STREET,EB,10/08/2015,Taxis,16,24,11,1,4,0,5,3,5,6,6,5,4,18,26,29,14,7,8,10,4,7,2,10
45,100274,HILLSIDE AVENUE,214 STREET,VANDERVEER STREET,EB,10/08/2015,Commercial,6,8,2,1,4,13,22,36,77,65,55,52,69,63,73,70,114,106,77,55,29,25,16,11
45,100274,HILLSIDE AVENUE,214 STREET,VANDERVEER STREET,EB,10/08/2015,Medium Truck,2,1,4,1,4,2,11,23,28,24,39,27,38,41,38,29,26,17,14,17,9,4,4,2
45,100274,HILLSIDE AVENUE,214 STREET,VANDERVEER STREET,EB,10/08/2015,Heavy Truck,2,4,2,4,7,2,8,16,13,17,9,9,13,12,7,7,9,3,2,1,1,1,1,1
45,100274,HILLSIDE AVENUE,214 STREET,VANDERVEER STREET,EB,10/08/2015,School Bus,0,0,0,0,0,0,6,20,10,4,4,3,0,6,12,13,9,2,0,0,0,0,0,0
45,100274,HILLSIDE AVENUE,214 STREET,VANDERVEER STREET,EB,10/08/2015,Other Bus,7,2,4,2,3,8,19,26,28,32,28,14,15,15,16,22,27,24,29,26,25,13,13,7
45,100274,HILLSIDE AVENUE,214 STREET,VANDERVEER STREET,WB,10/08/2015,Auto,90,45,28,32,84,267,1055,1496,1355,628,461,413,458,526,580,579,607,677,766,606,456,347,299,192
45,100274,HILLSIDE AVENUE,214 STREET,VANDERVEER STREET,WB,10/08/2015,Taxis,7,5,7,4,8,26,18,14,15,12,8,5,13,13,8,12,16,12,10,15,15,8,12,16
45,100274,HILLSIDE AVENUE,214 STREET,VANDERVEER STREET,WB,10/08/2015,Commercial,10,4,6,2,13,44,129,163,109,93,57,58,64,74,59,55,70,60,56,40,24,17,19,12
45,100274,HILLSIDE AVENUE,214 STREET,VANDERVEER STREET,WB,10/08/2015,Medium Truck,2,2,4,8,4,13,42,49,42,21,20,27,32,29,26,25,17,29,11,4,5,1,2,2
45,100274,HILLSIDE AVENUE,214 STREET,VANDERVEER STREET,WB,10/08/2015,Heavy Truck,4,4,5,5,6,8,8,13,20,11,9,13,8,21,14,3,6,3,3,3,2,1,0,2
45,100274,HILLSIDE AVENUE,214 STREET,VANDERVEER STREET,WB,10/08/2015,School Bus,0,0,0,0,0,0,7,22,20,6,4,0,3,4,20,12,8,2,4,1,0,0,0,0
45,100274,HILLSIDE AVENUE,214 STREET,VANDERVEER STREET,WB,10/08/2015,Other Bus,3,4,2,4,4,12,34,43,32,25,15,21,15,18,29,39,35,31,25,20,16,10,9,7
46,180547,HILLSIDE AVENUE,193 STREET,192 STREET,EB,10/08/2015,Auto,123,95,48,32,46,79,256,549,624,401,343,379,425,458,600,799,924,959,904,679,553,401,293,226
46,180547,HILLSIDE AVENUE,193 STREET,192 STREET,EB,10/08/2015,Taxis,3,6,4,3,3,0,2,6,7,7,4,12,6,9,9,9,15,9,11,11,9,2,6,8
46,180547,HILLSIDE AVENUE,193 STREET,192 STREET,EB,10/08/2015,Commercial,4,2,2,1,6,12,22,32,51,43,56,44,45,57,69,70,87,77,69,51,29,18,11,5
46,180547,HILLSIDE AVENUE,193 STREET,192 STREET,EB,10/08/2015,Medium Truck,0,2,3,1,5,9,7,21,22,25,30,26,29,24,23,20,22,18,5,5,6,0,0,0
46,180547,HILLSIDE AVENUE,193 STREET,192 STREET,EB,10/08/2015,Heavy Truck,1,2,2,2,3,10,4,6,10,4,14,7,15,15,6,4,2,5,0,3,2,1,2,1
46,180547,HILLSIDE AVENUE,193 STREET,192 STREET,EB,10/08/2015,School Bus,0,0,0,0,0,1,10,18,14,9,7,1,0,4,10,25,13,5,1,0,0,0,0,0
46,180547,HILLSIDE AVENUE,193 STREET,192 STREET,EB,10/08/2015,Other Bus,11,5,6,5,7,19,43,66,59,40,35,30,31,31,41,42,58,59,73,56,36,25,21,11
46,180547,HILLSIDE AVENUE,193 STREET,192 STREET,WB,10/08/2015,Auto,72,50,32,40,71,197,828,1356,1048,581,413,377,387,443,511,487,551,627,636,523,349,279,230,182
46,180547,HILLSIDE AVENUE,193 STREET,192 STREET,WB,10/08/2015,Taxis,2,6,3,3,1,5,12,11,20,10,12,4,6,8,7,10,11,16,15,18,11,7,11,5
46,180547,HILLSIDE AVENUE,193 STREET,192 STREET,WB,10/08/2015,Commercial,2,3,8,2,9,17,89,114,79,72,59,46,52,60,50,51,48,59,44,35,23,25,14,7
46,180547,HILLSIDE AVENUE,193 STREET,192 STREET,WB,10/08/2015,Medium Truck,2,2,2,3,8,8,20,33,20,22,26,19,30,27,23,16,11,15,8,2,7,4,1,0
46,180547,HILLSIDE AVENUE,193 STREET,192 STREET,WB,10/08/2015,Heavy Truck,3,2,5,10,8,10,12,8,10,10,10,13,8,15,8,3,4,1,3,4,2,1,3,0
46,180547,HILLSIDE AVENUE,193 STREET,192 STREET,WB,10/08/2015,School Bus,0,0,0,0,0,0,10,24,21,7,1,1,3,1,14,11,11,2,1,1,0,0,0,0
46,180547,HILLSIDE AVENUE,193 STREET,192 STREET,WB,10/08/2015,Other Bus,7,5,7,8,8,25,58,75,67,44,37,33,29,38,42,63,60,59,46,47,33,21,17,12
47,45405,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,EB,10/22/2015,Auto,88,64,39,27,29,65,122,181,224,187,218,213,242,324,300,343,387,430,391,338,264,245,170,136
47,45405,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,EB,10/22/2015,Taxis,17,25,6,13,13,8,9,7,6,12,11,10,9,13,18,9,7,16,16,20,24,24,11,18
47,45405,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,EB,10/22/2015,Commercial,2,2,4,1,0,3,4,13,15,12,13,26,19,20,23,20,28,19,13,11,5,4,4,3
47,45405,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,EB,10/22/2015,Medium Truck,4,8,0,0,6,3,4,13,8,16,15,24,11,18,9,12,12,5,3,3,5,3,1,2
47,45405,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,EB,10/22/2015,Heavy Truck,0,0,0,0,0,1,1,1,0,1,3,4,2,0,0,1,2,0,0,0,0,0,1,0
47,45405,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,EB,10/22/2015,School Bus,0,0,0,0,0,0,3,8,6,0,2,1,1,3,4,12,4,2,0,0,0,1,0,0
47,45405,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,EB,10/22/2015,Other Bus,12,13,3,2,3,9,9,9,16,23,19,11,11,7,7,7,13,7,20,13,29,21,22,14
47,45405,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,WB,10/22/2015,Auto,73,45,35,25,52,120,237,306,327,266,183,194,189,175,182,203,224,235,237,215,168,140,132,119
47,45405,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,WB,10/22/2015,Taxis,14,10,8,8,10,3,5,8,22,8,15,6,9,14,12,14,11,13,15,14,7,10,10,13
47,45405,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,WB,10/22/2015,Commercial,0,5,2,0,1,2,13,23,22,20,10,12,19,17,12,12,6,9,7,7,3,0,1,3
47,45405,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,WB,10/22/2015,Medium Truck,2,3,4,3,4,4,6,18,17,20,9,15,15,7,10,17,13,7,3,4,1,3,3,3
47,45405,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,WB,10/22/2015,Heavy Truck,0,0,1,0,1,0,1,0,2,2,1,2,1,1,1,1,0,0,0,1,0,0,0,0
47,45405,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,WB,10/22/2015,School Bus,0,0,0,0,0,1,5,5,3,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0
47,45405,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,WB,10/22/2015,Other Bus,4,4,1,1,5,9,14,20,11,7,5,4,4,7,9,8,8,7,12,11,7,7,5,4
54,9012807,KOREAN WAR VETS PKWY,HEENAN AVENUE,ALBEE AVENUE,SB,09/15/2015,School Bus,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
48,48672,COOPER AVENUE,ST FELIX AVENUE,WYCKOFF AVENUE,EB,10/20/2015,Auto,86,52,33,40,73,121,272,399,374,296,270,266,376,400,426,556,645,598,629,524,428,341,255,171
48,48672,COOPER AVENUE,ST FELIX AVENUE,WYCKOFF AVENUE,EB,10/20/2015,Taxis,6,5,6,2,3,10,7,9,19,13,11,13,16,12,18,19,12,10,16,9,11,8,5,8
48,48672,COOPER AVENUE,ST FELIX AVENUE,WYCKOFF AVENUE,EB,10/20/2015,Commercial,4,4,0,3,4,4,3,12,17,12,17,22,19,20,24,19,22,36,30,18,10,16,7,4
48,48672,COOPER AVENUE,ST FELIX AVENUE,WYCKOFF AVENUE,EB,10/20/2015,Medium Truck,0,0,0,0,0,3,7,5,4,9,18,15,19,14,18,19,9,5,0,2,2,0,1,0
48,48672,COOPER AVENUE,ST FELIX AVENUE,WYCKOFF AVENUE,EB,10/20/2015,Heavy Truck,0,0,0,1,0,0,1,0,0,1,3,1,2,3,4,2,0,1,0,0,0,0,0,1
48,48672,COOPER AVENUE,ST FELIX AVENUE,WYCKOFF AVENUE,EB,10/20/2015,School Bus,0,0,0,0,0,2,16,9,9,3,2,3,4,8,7,20,13,4,0,0,0,0,0,0
48,48672,COOPER AVENUE,ST FELIX AVENUE,WYCKOFF AVENUE,EB,10/20/2015,Other Bus,0,0,0,0,0,0,3,1,1,1,0,3,1,2,0,0,2,0,1,1,1,0,0,0
48,48672,COOPER AVENUE,ST FELIX AVENUE,WYCKOFF AVENUE,WB,10/20/2015,Auto,140,99,54,47,69,161,470,797,706,544,371,349,338,385,431,407,504,517,496,460,355,272,216,183
48,48672,COOPER AVENUE,ST FELIX AVENUE,WYCKOFF AVENUE,WB,10/20/2015,Taxis,7,4,3,4,4,8,14,13,25,26,11,14,12,12,21,22,16,13,19,15,13,14,6,8
48,48672,COOPER AVENUE,ST FELIX AVENUE,WYCKOFF AVENUE,WB,10/20/2015,Commercial,2,2,3,8,3,3,24,41,47,39,21,24,24,20,16,25,19,19,20,13,9,8,8,6
48,48672,COOPER AVENUE,ST FELIX AVENUE,WYCKOFF AVENUE,WB,10/20/2015,Medium Truck,1,0,0,1,3,3,6,9,21,14,23,16,18,12,11,13,9,11,3,0,3,1,4,1
48,48672,COOPER AVENUE,ST FELIX AVENUE,WYCKOFF AVENUE,WB,10/20/2015,Heavy Truck,0,0,0,0,0,0,1,1,2,0,1,3,2,1,2,0,1,0,0,1,0,0,0,0
48,48672,COOPER AVENUE,ST FELIX AVENUE,WYCKOFF AVENUE,WB,10/20/2015,School Bus,0,0,0,1,0,3,21,15,6,7,2,1,2,6,2,17,13,2,2,0,0,0,0,0
48,48672,COOPER AVENUE,ST FELIX AVENUE,WYCKOFF AVENUE,WB,10/20/2015,Other Bus,0,0,0,0,0,2,1,3,1,3,0,0,2,0,1,1,5,2,1,2,1,0,1,0
49,48919,FRESH POND ROAD,PALMETTO STREET,GATES AVENUE,NB,11/05/2015,Auto,74,51,24,27,71,171,281,327,282,243,262,239,241,259,282,285,311,320,302,274,235,205,178,146
49,48919,FRESH POND ROAD,PALMETTO STREET,GATES AVENUE,NB,11/05/2015,Taxis,12,13,10,7,10,5,4,2,2,1,2,4,1,2,2,3,5,5,8,8,6,4,6,9
49,48919,FRESH POND ROAD,PALMETTO STREET,GATES AVENUE,NB,11/05/2015,Commercial,5,5,3,2,12,21,38,54,63,52,31,47,43,50,52,35,32,39,38,24,15,14,16,6
49,48919,FRESH POND ROAD,PALMETTO STREET,GATES AVENUE,NB,11/05/2015,Medium Truck,1,2,2,2,4,12,16,18,19,17,25,20,23,19,20,20,11,12,4,6,5,3,3,1
49,48919,FRESH POND ROAD,PALMETTO STREET,GATES AVENUE,NB,11/05/2015,Heavy Truck,1,3,1,4,3,3,2,3,2,5,8,6,3,9,4,2,3,2,2,1,1,1,1,0
49,48919,FRESH POND ROAD,PALMETTO STREET,GATES AVENUE,NB,11/05/2015,School Bus,0,0,0,0,1,0,23,15,6,0,3,2,3,1,5,9,0,3,0,0,0,0,0,0
49,48919,FRESH POND ROAD,PALMETTO STREET,GATES AVENUE,NB,11/05/2015,Other Bus,6,1,3,4,11,23,36,30,25,18,12,10,17,23,23,15,15,13,13,14,13,9,7,6
49,48919,FRESH POND ROAD,PALMETTO STREET,GATES AVENUE,SB,11/05/2015,Auto,151,72,60,65,44,95,207,309,287,294,320,303,316,292,372,342,339,331,362,363,358,302,278,184
49,48919,FRESH POND ROAD,PALMETTO STREET,GATES AVENUE,SB,11/05/2015,Taxis,17,11,8,2,6,1,3,10,4,6,4,5,5,9,8,5,9,3,5,4,6,14,9,18
49,48919,FRESH POND ROAD,PALMETTO STREET,GATES AVENUE,SB,11/05/2015,Commercial,9,9,4,6,14,17,28,59,55,45,43,41,45,37,46,41,42,40,33,24,25,12,17,11
49,48919,FRESH POND ROAD,PALMETTO STREET,GATES AVENUE,SB,11/05/2015,Medium Truck,2,3,3,5,10,11,14,26,27,36,22,13,15,22,15,13,15,9,3,8,2,8,1,1
49,48919,FRESH POND ROAD,PALMETTO STREET,GATES AVENUE,SB,11/05/2015,Heavy Truck,1,2,2,5,0,7,7,6,7,7,5,4,4,5,0,6,2,1,0,3,0,0,2,0
49,48919,FRESH POND ROAD,PALMETTO STREET,GATES AVENUE,SB,11/05/2015,School Bus,0,0,0,0,0,1,7,17,2,1,1,5,10,0,1,9,2,4,0,0,0,0,0,0
49,48919,FRESH POND ROAD,PALMETTO STREET,GATES AVENUE,SB,11/05/2015,Other Bus,5,9,4,2,2,7,15,19,28,18,16,15,14,12,10,20,19,18,27,28,27,19,12,12
50,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,NB,11/05/2015,Auto,36,40,17,9,15,30,48,107,129,114,148,143,144,114,174,176,223,276,219,185,163,104,96,51
50,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,NB,11/05/2015,Taxis,5,14,6,6,4,2,2,6,3,3,5,5,7,6,5,16,7,11,4,7,5,5,7,3
50,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,NB,11/05/2015,Commercial,2,1,0,2,2,2,6,21,9,13,11,13,14,17,18,14,14,13,22,12,5,9,2,1
57,50660,SUTTER AVENUE,AUTUMN AVENUE,HEMLOCK STREET,EB,10/15/2015,Medium Truck,0,0,0,2,0,1,0,,,,,,,,,,,,,,,,,
50,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,NB,11/05/2015,Medium Truck,0,0,0,1,1,4,1,2,3,5,10,10,13,15,9,11,11,7,2,5,6,7,5,3
50,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,NB,11/05/2015,Heavy Truck,0,0,0,0,0,0,0,1,0,1,1,2,1,0,1,0,0,1,0,0,2,0,0,0
50,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,NB,11/05/2015,School Bus,1,0,0,0,0,1,3,5,0,0,0,0,0,3,5,7,3,3,0,0,1,1,0,0
50,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,NB,11/05/2015,Other Bus,4,4,3,3,3,5,6,9,10,9,11,8,11,6,8,11,10,18,17,17,14,9,5,5
50,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,SB,11/05/2015,Auto,52,35,12,12,14,58,119,242,255,178,142,169,190,166,181,187,198,187,197,185,147,85,78,54
50,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,SB,11/05/2015,Taxis,5,7,3,2,4,3,8,15,10,9,9,10,7,8,12,16,11,9,7,6,7,7,5,2
50,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,SB,11/05/2015,Commercial,0,1,0,0,1,3,23,27,31,23,20,13,20,10,19,19,10,12,12,8,4,4,1,1
50,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,SB,11/05/2015,Medium Truck,2,0,0,0,2,0,2,5,7,11,9,13,13,15,12,8,9,8,7,4,4,6,2,2
50,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,SB,11/05/2015,Heavy Truck,0,1,0,0,0,0,1,1,2,0,2,1,0,0,2,0,3,0,0,0,0,0,0,1
50,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,SB,11/05/2015,School Bus,0,0,0,0,0,0,5,20,11,2,0,2,3,5,4,5,4,0,0,0,2,0,0,0
50,56138,LEFFERTS BOULEVARD,103 AVENUE,101 AVENUE,SB,11/05/2015,Other Bus,4,3,3,3,3,5,8,19,18,13,10,9,9,9,14,10,15,14,18,14,12,8,5,5
51,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,NB,11/05/2015,Auto,55,46,26,24,29,88,249,328,437,330,285,239,292,248,282,295,282,365,330,282,190,162,151,98
51,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,NB,11/05/2015,Taxis,1,1,3,1,0,0,4,3,3,2,3,0,2,2,4,3,7,5,4,3,2,1,0,1
51,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,NB,11/05/2015,Commercial,8,5,3,1,7,17,47,75,83,80,75,48,60,59,63,60,56,48,55,46,34,31,15,8
51,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,NB,11/05/2015,Medium Truck,0,1,0,0,0,1,2,0,7,5,2,7,5,2,9,3,4,0,1,0,0,0,0,0
51,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,NB,11/05/2015,Heavy Truck,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,1,2,0,0,0,0,0
51,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,NB,11/05/2015,School Bus,0,0,0,0,0,0,10,26,20,3,2,5,5,2,4,11,2,1,1,1,0,0,0,0
51,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,NB,11/05/2015,Other Bus,5,5,3,2,8,10,22,40,26,20,23,22,25,17,31,36,37,25,26,16,15,15,8,9
51,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,SB,11/05/2015,Auto,76,41,24,23,29,52,109,185,286,178,186,223,257,230,243,310,402,425,405,322,310,254,161,113
51,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,SB,11/05/2015,Taxis,1,4,3,2,3,2,1,3,5,5,2,2,5,4,6,4,5,15,6,8,9,2,5,3
51,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,SB,11/05/2015,Commercial,12,9,3,2,4,13,36,74,84,72,59,60,48,54,54,57,58,54,59,35,34,29,9,13
51,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,SB,11/05/2015,Medium Truck,2,1,1,0,0,0,1,1,6,3,5,6,10,3,6,2,4,3,0,12,0,0,2,1
51,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,SB,11/05/2015,Heavy Truck,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
51,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,SB,11/05/2015,School Bus,0,0,0,0,0,0,3,13,9,0,3,7,10,3,1,17,1,1,2,1,0,0,0,0
51,60470,GUY R BREWER BOULEVARD,MATHIAS AVENUE,CLAUDE AVENUE,SB,11/05/2015,Other Bus,11,5,3,2,2,5,9,24,35,34,20,19,25,17,23,32,26,29,26,25,23,15,15,9
52,103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,NB,10/06/2015,Auto,64,34,22,25,82,302,512,559,525,401,408,360,408,431,507,522,526,476,541,475,392,256,187,106
52,103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,NB,10/06/2015,Taxis,0,1,1,0,5,4,6,3,8,3,3,7,7,7,5,9,5,6,3,10,4,11,7,1
52,103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,NB,10/06/2015,Commercial,1,2,3,1,3,17,20,17,26,14,27,33,20,24,20,33,12,22,19,9,6,8,6,1
52,103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,NB,10/06/2015,Medium Truck,1,0,2,0,4,17,20,25,17,16,16,15,15,18,19,17,20,14,15,10,4,6,5,5
52,103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,NB,10/06/2015,Heavy Truck,0,0,0,0,0,0,0,1,0,2,2,2,4,2,2,0,0,1,1,0,0,0,0,0
52,103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,NB,10/06/2015,School Bus,0,0,0,0,0,0,7,12,8,3,1,1,2,15,9,6,1,0,0,0,0,0,0,0
52,103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,NB,10/06/2015,Other Bus,0,0,0,0,0,0,4,3,0,2,1,3,0,2,2,2,3,1,5,2,0,0,0,0
52,103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,SB,10/06/2015,Auto,115,57,26,25,37,65,241,450,361,322,292,349,363,449,445,508,661,671,609,481,342,260,211,120
52,103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,SB,10/06/2015,Taxis,0,0,2,0,0,1,2,6,2,3,3,3,4,9,8,10,4,20,9,7,5,2,0,0
52,103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,SB,10/06/2015,Commercial,0,1,0,1,0,0,5,23,22,23,21,17,21,12,14,26,20,17,21,10,7,9,2,1
52,103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,SB,10/06/2015,Medium Truck,0,3,1,0,0,2,6,19,19,18,10,14,13,13,20,21,20,28,22,12,8,4,2,2
52,103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,SB,10/06/2015,Heavy Truck,0,0,1,0,0,1,0,0,0,3,0,5,1,0,0,0,2,1,0,0,0,0,0,0
52,103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,SB,10/06/2015,School Bus,0,0,0,0,0,0,7,8,9,4,2,1,1,8,6,4,3,0,0,0,0,0,0,0
52,103545,WOOLLEY AVENUE,WESTWOOD AVENUE,DAWSON STREET,SB,10/06/2015,Other Bus,0,1,0,0,0,2,2,3,3,5,2,1,2,4,3,4,0,3,0,0,1,1,0,0
53,114869,HYLAN BOULEVARD,NARROWS ROAD SOUTH,OLGA PLACE,NB,09/17/2015,Auto,93,56,62,39,103,246,644,764,914,583,427,411,425,446,601,459,395,399,338,366,440,307,246,172
53,114869,HYLAN BOULEVARD,NARROWS ROAD SOUTH,OLGA PLACE,NB,09/17/2015,Taxis,1,1,0,0,0,5,3,5,11,4,6,4,9,2,18,5,3,4,1,3,2,2,2,1
53,114869,HYLAN BOULEVARD,NARROWS ROAD SOUTH,OLGA PLACE,NB,09/17/2015,Commercial,1,0,0,0,1,4,18,12,30,27,23,20,12,19,21,15,12,8,8,6,3,0,1,0
53,114869,HYLAN BOULEVARD,NARROWS ROAD SOUTH,OLGA PLACE,NB,09/17/2015,Medium Truck,1,0,1,1,3,1,3,2,7,16,9,13,21,16,8,15,9,5,2,1,4,3,1,0
